100.000000 0.000000 98.480775 0.000000 98.480775 17.364818
98.480775 0.000000 93.969262 0.000000 93.969262 17.364818
98.480775 17.364818 93.969262 17.364818 93.969262 34.202014
93.969262 0.000000 86.602540 0.000000 86.602540 17.364818
93.969262 17.364818 86.602540 17.364818 86.602540 34.202014
93.969262 34.202014 86.602540 34.202014 86.602540 50.000000
86.602540 0.000000 76.604444 0.000000 76.604444 17.364818
86.602540 17.364818 76.604444 17.364818 76.604444 34.202014
86.602540 34.202014 76.604444 34.202014 76.604444 50.000000
86.602540 50.000000 76.604444 50.000000 76.604444 64.278761
76.604444 0.000000 64.278761 0.000000 64.278761 17.364818
76.604444 17.364818 64.278761 17.364818 64.278761 34.202014
76.604444 34.202014 64.278761 34.202014 64.278761 50.000000
76.604444 50.000000 64.278761 50.000000 64.278761 64.278761
76.604444 64.278761 64.278761 64.278761 64.278761 76.604444
64.278761 0.000000 50.000000 0.000000 50.000000 17.364818
64.278761 17.364818 50.000000 17.364818 50.000000 34.202014
64.278761 34.202014 50.000000 34.202014 50.000000 50.000000
64.278761 50.000000 50.000000 50.000000 50.000000 64.278761
64.278761 64.278761 50.000000 64.278761 50.000000 76.604444
64.278761 76.604444 50.000000 76.604444 50.000000 86.602540
50.000000 0.000000 34.202014 0.000000 34.202014 17.364818
50.000000 17.364818 34.202014 17.364818 34.202014 34.202014
50.000000 34.202014 34.202014 34.202014 34.202014 50.000000
50.000000 50.000000 34.202014 50.000000 34.202014 64.278761
50.000000 64.278761 34.202014 64.278761 34.202014 76.604444
50.000000 76.604444 34.202014 76.604444 34.202014 86.602540
50.000000 86.602540 34.202014 86.602540 34.202014 93.969262
34.202014 0.000000 17.364818 0.000000 17.364818 17.364818
34.202014 17.364818 17.364818 17.364818 17.364818 34.202014
34.202014 34.202014 17.364818 34.202014 17.364818 50.000000
34.202014 50.000000 17.364818 50.000000 17.364818 64.278761
34.202014 64.278761 17.364818 64.278761 17.364818 76.604444
34.202014 76.604444 17.364818 76.604444 17.364818 86.602540
34.202014 86.602540 17.364818 86.602540 17.364818 93.969262
34.202014 93.969262 17.364818 93.969262 17.364818 98.480775
17.364818 0.000000 0.000000 0.000000 0.000000 17.364818
17.364818 17.364818 0.000000 17.364818 0.000000 34.202014
17.364818 34.202014 0.000000 34.202014 0.000000 50.000000
17.364818 50.000000 0.000000 50.000000 0.000000 64.278761
17.364818 64.278761 0.000000 64.278761 0.000000 76.604444
17.364818 76.604444 0.000000 76.604444 0.000000 86.602540
17.364818 86.602540 0.000000 86.602540 0.000000 93.969262
17.364818 93.969262 0.000000 93.969262 0.000000 98.480775
17.364818 98.480775 0.000000 98.480775 0.000000 100.000000
